# pulled from biomart on 2025-10-17
"Gene.stable.ID"	"Gene.stable.ID.version"	"Transcript.stable.ID"	"Transcript.stable.ID.version"	"RefSeq.match.transcript..MANE.Select."
"ENSG00000163535"	"ENSG00000163535.19"	"ENST00000357799"	"ENST00000357799.9"	"NM_152524.6"
"ENSG00000105974"	"ENSG00000105974.14"	"ENST00000341049"	"ENST00000341049.7"	"NM_001753.5"
"ENSG00000107105"	"ENSG00000107105.16"	"ENST00000397312"	"ENST00000397312.7"	"NM_004432.5"
"ENSG00000062582"	"ENSG00000062582.15"	"ENST00000317534"	"ENST00000317534.6"	"NM_032014.3"
"ENSG00000134152"	"ENSG00000134152.12"	"ENST00000256544"	"ENST00000256544.8"	"NM_024713.3"
"ENSG00000120509"	"ENSG00000120509.13"	"ENST00000239666"	"ENST00000239666.9"	"NM_016484.5"
"ENSG00000100852"	"ENSG00000100852.15"	"ENST00000345122"	"ENST00000345122.8"	"NM_001030055.2"
"ENSG00000176658"	"ENSG00000176658.18"	"ENST00000318217"	"ENST00000318217.10"	"NM_015194.3"
"ENSG00000138134"	"ENSG00000138134.13"	"ENST00000371926"	"ENST00000371926.8"	"NM_020799.4"
"ENSG00000151413"	"ENSG00000151413.18"	"ENST00000281081"	"ENST00000281081.12"	"NM_025152.3"
"ENSG00000106701"	"ENSG00000106701.14"	"ENST00000481272"	"ENST00000481272.6"	"NM_001145313.3"
"ENSG00000088205"	"ENSG00000088205.14"	"ENST00000263239"	"ENST00000263239.7"	"NM_006773.4"
"ENSG00000004059"	"ENSG00000004059.12"	"ENST00000000233"	"ENST00000000233.10"	"NM_001662.4"
"ENSG00000069956"	"ENSG00000069956.15"	"ENST00000261845"	"ENST00000261845.7"	"NM_002748.4"
"ENSG00000168591"	"ENSG00000168591.17"	"ENST00000538716"	"ENST00000538716.7"	"NM_001076674.3"
"ENSG00000087884"	"ENSG00000087884.17"	"ENST00000393427"	"ENST00000393427.7"	"NM_024684.4"
"ENSG00000166166"	"ENSG00000166166.14"	"ENST00000389749"	"ENST00000389749.9"	"NM_152307.3"
"ENSG00000167094"	"ENSG00000167094.17"	"ENST00000373289"	"ENST00000373289.4"	"NM_144965.3"
"ENSG00000152779"	"ENSG00000152779.15"	"ENST00000371790"	"ENST00000371790.5"	"NM_213606.4"
"ENSG00000204356"	"ENSG00000204356.15"	"ENST00000375429"	"ENST00000375429.8"	"NM_002904.6"
"ENSG00000144120"	"ENSG00000144120.14"	"ENST00000272521"	"ENST00000272521.7"	"NM_030577.3"
"ENSG00000156381"	"ENSG00000156381.10"	"ENST00000286918"	"ENST00000286918.9"	"NM_152326.4"
"ENSG00000116882"	"ENSG00000116882.16"	"ENST00000325945"	"ENST00000325945.4"	"NM_016527.4"
"ENSG00000275152"	"ENSG00000275152.6"	"ENST00000611905"	"ENST00000611905.2"	"NM_004590.4"
"ENSG00000046651"	"ENSG00000046651.17"	"ENST00000340096"	"ENST00000340096.11"	"NM_003611.3"
"ENSG00000127774"	"ENSG00000127774.8"	"ENST00000248378"	"ENST00000248378.6"	"NM_031298.4"
"ENSG00000196923"	"ENSG00000196923.15"	"ENST00000355841"	"ENST00000355841.7"	"NM_005451.5"
"ENSG00000174326"	"ENSG00000174326.16"	"ENST00000574600"	"ENST00000574600.3"	"NM_001370549.1"
"ENSG00000125107"	"ENSG00000125107.20"	"ENST00000317147"	"ENST00000317147.10"	"NM_016284.5"
"ENSG00000165379"	"ENSG00000165379.15"	"ENST00000298119"	"ENST00000298119.9"	"NM_152447.5"
"ENSG00000178096"	"ENSG00000178096.10"	"ENST00000369152"	"ENST00000369152.6"	"NM_016074.5"
"ENSG00000102109"	"ENSG00000102109.10"	"ENST00000218230"	"ENST00000218230.6"	"NM_013271.5"
"ENSG00000117501"	"ENSG00000117501.16"	"ENST00000367759"	"ENST00000367759.9"	"NM_001163629.2"
"ENSG00000137073"	"ENSG00000137073.25"	"ENST00000379238"	"ENST00000379238.7"	"NM_001370062.2"
"ENSG00000106477"	"ENSG00000106477.21"	"ENST00000223208"	"ENST00000223208.10"	"NM_018718.3"
"ENSG00000166165"	"ENSG00000166165.15"	"ENST00000348956"	"ENST00000348956.7"	"NM_001823.5"
"ENSG00000013619"	"ENSG00000013619.16"	"ENST00000370401"	"ENST00000370401.7"	"NM_005491.5"
"ENSG00000173212"	"ENSG00000173212.6"	"ENST00000369500"	"ENST00000369500.4"	"NM_152367.3"
"ENSG00000204438"	"ENSG00000204438.12"	"ENST00000375896"	"ENST00000375896.9"	"NM_033177.4"
"ENSG00000172954"	"ENSG00000172954.15"	"ENST00000379509"	"ENST00000379509.8"	"NM_001002257.3"
"ENSG00000028528"	"ENSG00000028528.16"	"ENST00000559844"	"ENST00000559844.6"	"NM_003099.5"
"ENSG00000165457"	"ENSG00000165457.16"	"ENST00000298223"	"ENST00000298223.11"	"NM_000803.5"
"ENSG00000105483"	"ENSG00000105483.19"	"ENST00000651546"	"ENST00000651546.1"	"NM_001184900.3"
"ENSG00000129460"	"ENSG00000129460.18"	"ENST00000408901"	"ENST00000408901.8"	"NM_001042635.2"
"ENSG00000146576"	"ENSG00000146576.14"	"ENST00000344417"	"ENST00000344417.10"	"NM_024067.4"
"ENSG00000082258"	"ENSG00000082258.14"	"ENST00000264157"	"ENST00000264157.10"	"NM_058241.3"
"ENSG00000198315"	"ENSG00000198315.12"	"ENST00000330236"	"ENST00000330236.7"	"NM_006298.4"
"ENSG00000181192"	"ENSG00000181192.13"	"ENST00000263035"	"ENST00000263035.9"	"NM_018706.7"
"ENSG00000113391"	"ENSG00000113391.20"	"ENST00000395965"	"ENST00000395965.8"	"NM_032042.6"
"ENSG00000075131"	"ENSG00000075131.11"	"ENST00000261881"	"ENST00000261881.9"	"NM_017858.3"
"ENSG00000187257"	"ENSG00000187257.17"	"ENST00000334955"	"ENST00000334955.13"	"NM_198467.3"
"ENSG00000156017"	"ENSG00000156017.14"	"ENST00000376834"	"ENST00000376834.8"	"NM_152420.3"
"ENSG00000143473"	"ENSG00000143473.15"	"ENST00000271751"	"ENST00000271751.10"	"NM_172362.3"
"ENSG00000264717"	"ENSG00000264717.7"	"ENST00000576178"	"ENST00000576178.7"	"NM_001395253.1"
"ENSG00000113070"	"ENSG00000113070.9"	"ENST00000230990"	"ENST00000230990.7"	"NM_001945.3"
"ENSG00000102054"	"ENSG00000102054.19"	"ENST00000380087"	"ENST00000380087.7"	"NM_002893.4"
"ENSG00000106355"	"ENSG00000106355.11"	"ENST00000450169"	"ENST00000450169.7"	"NM_012322.3"
"ENSG00000092020"	"ENSG00000092020.12"	"ENST00000261475"	"ENST00000261475.10"	"NM_017917.4"
"ENSG00000169230"	"ENSG00000169230.11"	"ENST00000303204"	"ENST00000303204.9"	"NM_013237.4"
"ENSG00000184708"	"ENSG00000184708.19"	"ENST00000330125"	"ENST00000330125.10"	"NM_019843.4"
"ENSG00000175866"	"ENSG00000175866.17"	"ENST00000428708"	"ENST00000428708.7"	"NM_001144888.2"
"ENSG00000174502"	"ENSG00000174502.20"	"ENST00000367135"	"ENST00000367135.8"	"NM_052934.4"
"ENSG00000133935"	"ENSG00000133935.8"	"ENST00000256319"	"ENST00000256319.7"	"NM_007176.4"
"ENSG00000231925"	"ENSG00000231925.15"	"ENST00000434618"	"ENST00000434618.7"	"NM_003190.5"
"ENSG00000173915"	"ENSG00000173915.17"	"ENST00000369815"	"ENST00000369815.6"	"NM_001206427.2"
"ENSG00000140044"	"ENSG00000140044.14"	"ENST00000651602"	"ENST00000651602.1"	"NM_001135048.2"
"ENSG00000050628"	"ENSG00000050628.22"	"ENST00000306666"	"ENST00000306666.10"	"NM_198719.2"
"ENSG00000159445"	"ENSG00000159445.14"	"ENST00000368814"	"ENST00000368814.8"	"NM_053055.5"
"ENSG00000168297"	"ENSG00000168297.17"	"ENST00000356151"	"ENST00000356151.7"	"NM_017771.5"
"ENSG00000105695"	"ENSG00000105695.16"	"ENST00000392213"	"ENST00000392213.8"	"NM_002361.4"
"ENSG00000241878"	"ENSG00000241878.13"	"ENST00000439502"	"ENST00000439502.7"	"NM_001326411.2"
"ENSG00000167565"	"ENSG00000167565.15"	"ENST00000322354"	"ENST00000322354.4"	"NM_203344.3"
"ENSG00000152700"	"ENSG00000152700.15"	"ENST00000402673"	"ENST00000402673.7"	"NM_016103.4"
"ENSG00000110841"	"ENSG00000110841.15"	"ENST00000228425"	"ENST00000228425.11"	"NM_003622.4"
"ENSG00000159588"	"ENSG00000159588.16"	"ENST00000528266"	"ENST00000528266.6"	"NM_001114938.3"
"ENSG00000144644"	"ENSG00000144644.16"	"ENST00000282538"	"ENST00000282538.10"	"NM_207359.3"
"ENSG00000171916"	"ENSG00000171916.18"	"ENST00000328114"	"ENST00000328114.11"	"NM_001040078.3"
"ENSG00000184845"	"ENSG00000184845.5"	"ENST00000393752"	"ENST00000393752.3"	"NM_000794.5"
"ENSG00000113430"	"ENSG00000113430.12"	"ENST00000231357"	"ENST00000231357.7"	"NM_016358.3"
"ENSG00000128849"	"ENSG00000128849.12"	"ENST00000281282"	"ENST00000281282.6"	"NM_032866.5"
"ENSG00000269335"	"ENSG00000269335.8"	"ENST00000594239"	"ENST00000594239.6"	"NM_001099857.5"
"ENSG00000132581"	"ENSG00000132581.11"	"ENST00000247020"	"ENST00000247020.9"	"NM_006923.4"
"ENSG00000118004"	"ENSG00000118004.19"	"ENST00000349077"	"ENST00000349077.9"	"NM_024027.5"
"ENSG00000087301"	"ENSG00000087301.11"	"ENST00000281741"	"ENST00000281741.9"	"NM_020784.3"
"ENSG00000102858"	"ENSG00000102858.14"	"ENST00000262370"	"ENST00000262370.12"	"NM_015246.4"
"ENSG00000145861"	"ENSG00000145861.10"	"ENST00000652664"	"ENST00000652664.2"	"NM_031908.6"
"ENSG00000197566"	"ENSG00000197566.11"	"ENST00000311331"	"ENST00000311331.12"	"NM_020787.4"
"ENSG00000126860"	"ENSG00000126860.13"	"ENST00000462804"	"ENST00000462804.3"	"NM_014210.4"
"ENSG00000026751"	"ENSG00000026751.18"	"ENST00000368043"	"ENST00000368043.8"	"NM_021181.5"
"ENSG00000274611"	"ENSG00000274611.5"	"ENST00000620215"	"ENST00000620215.3"	"NM_001123391.4"
"ENSG00000186205"	"ENSG00000186205.15"	"ENST00000366910"	"ENST00000366910.10"	"NM_022746.4"
"ENSG00000092094"	"ENSG00000092094.12"	"ENST00000206542"	"ENST00000206542.9"	"NM_017807.4"
"ENSG00000120899"	"ENSG00000120899.19"	"ENST00000346049"	"ENST00000346049.10"	"NM_173176.3"
"ENSG00000090554"	"ENSG00000090554.14"	"ENST00000597551"	"ENST00000597551.6"	"NM_001459.4"
"ENSG00000168411"	"ENSG00000168411.15"	"ENST00000361070"	"ENST00000361070.9"	"NM_018124.4"
"ENSG00000185070"	"ENSG00000185070.13"	"ENST00000330753"	"ENST00000330753.6"	"NM_013231.6"
"ENSG00000065325"	"ENSG00000065325.14"	"ENST00000262441"	"ENST00000262441.10"	"NM_004246.3"
"ENSG00000161940"	"ENSG00000161940.12"	"ENST00000293805"	"ENST00000293805.10"	"NM_181844.4"
"ENSG00000074696"	"ENSG00000074696.14"	"ENST00000261875"	"ENST00000261875.10"	"NM_016395.4"
"ENSG00000115255"	"ENSG00000115255.13"	"ENST00000233596"	"ENST00000233596.8"	"NM_138393.4"
"ENSG00000198146"	"ENSG00000198146.5"	"ENST00000356321"	"ENST00000356321.4"	"NM_014106.4"
"ENSG00000170298"	"ENSG00000170298.17"	"ENST00000423676"	"ENST00000423676.8"	"NM_001367292.2"
"ENSG00000103037"	"ENSG00000103037.13"	"ENST00000219315"	"ENST00000219315.9"	"NM_001160305.4"
"ENSG00000137941"	"ENSG00000137941.18"	"ENST00000260505"	"ENST00000260505.13"	"NM_024686.6"
"ENSG00000113552"	"ENSG00000113552.17"	"ENST00000311337"	"ENST00000311337.11"	"NM_005471.5"
"ENSG00000161202"	"ENSG00000161202.21"	"ENST00000313143"	"ENST00000313143.9"	"NM_004423.4"
"ENSG00000129951"	"ENSG00000129951.20"	"ENST00000520876"	"ENST00000520876.8"	"NM_001270366.2"
"ENSG00000141519"	"ENSG00000141519.16"	"ENST00000397545"	"ENST00000397545.9"	"NM_017950.4"
"ENSG00000167515"	"ENSG00000167515.12"	"ENST00000696289"	"ENST00000696289.1"	"NM_001318525.2"
"ENSG00000048052"	"ENSG00000048052.26"	"ENST00000686413"	"ENST00000686413.1"	"NM_178425.4"
"ENSG00000134532"	"ENSG00000134532.21"	"ENST00000451604"	"ENST00000451604.7"	"NM_006940.6"
"ENSG00000134982"	"ENSG00000134982.20"	"ENST00000257430"	"ENST00000257430.9"	"NM_000038.6"
"ENSG00000147573"	"ENSG00000147573.18"	"ENST00000315962"	"ENST00000315962.9"	"NM_184085.2"
"ENSG00000106399"	"ENSG00000106399.12"	"ENST00000223129"	"ENST00000223129.8"	"NM_002947.5"
"ENSG00000160211"	"ENSG00000160211.21"	"ENST00000393562"	"ENST00000393562.10"	"NM_001360016.2"
"ENSG00000165168"	"ENSG00000165168.10"	"ENST00000378588"	"ENST00000378588.5"	"NM_000397.4"
"ENSG00000076356"	"ENSG00000076356.8"	"ENST00000367033"	"ENST00000367033.4"	"NM_025179.4"
"ENSG00000165078"	"ENSG00000165078.14"	"ENST00000297770"	"ENST00000297770.10"	"NM_020361.5"
"ENSG00000175265"	"ENSG00000175265.20"	"ENST00000359187"	"ENST00000359187.5"	"NM_181077.5"
"ENSG00000103335"	"ENSG00000103335.23"	"ENST00000301015"	"ENST00000301015.14"	"NM_001142864.4"
"ENSG00000170323"	"ENSG00000170323.10"	"ENST00000256104"	"ENST00000256104.5"	"NM_001442.3"
"ENSG00000102383"	"ENSG00000102383.15"	"ENST00000373367"	"ENST00000373367.8"	"NM_144969.3"
"ENSG00000183655"	"ENSG00000183655.14"	"ENST00000337975"	"ENST00000337975.6"	"NM_022480.4"
"ENSG00000163527"	"ENSG00000163527.12"	"ENST00000295770"	"ENST00000295770.4"	"NM_178862.3"
"ENSG00000196873"	"ENSG00000196873.17"	"ENST00000360171"	"ENST00000360171.11"	"NM_201453.4"
"ENSG00000154975"	"ENSG00000154975.15"	"ENST00000451037"	"ENST00000451037.7"	"NM_020178.5"
"ENSG00000102934"	"ENSG00000102934.11"	"ENST00000219207"	"ENST00000219207.10"	"NM_015993.3"
"ENSG00000140598"	"ENSG00000140598.17"	"ENST00000268206"	"ENST00000268206.12"	"NM_024580.6"
"ENSG00000147124"	"ENSG00000147124.14"	"ENST00000684689"	"ENST00000684689.1"	"NM_001324144.2"
"ENSG00000154451"	"ENSG00000154451.16"	"ENST00000370459"	"ENST00000370459.8"	"NM_052942.5"
"ENSG00000100823"	"ENSG00000100823.13"	"ENST00000216714"	"ENST00000216714.8"	"NM_001641.4"
"ENSG00000102003"	"ENSG00000102003.13"	"ENST00000263233"	"ENST00000263233.9"	"NM_003179.3"
"ENSG00000134452"	"ENSG00000134452.21"	"ENST00000362091"	"ENST00000362091.9"	"NM_178150.3"
"ENSG00000106624"	"ENSG00000106624.12"	"ENST00000223357"	"ENST00000223357.8"	"NM_001129.5"
"ENSG00000153904"	"ENSG00000153904.22"	"ENST00000284031"	"ENST00000284031.13"	"NM_012137.4"
"ENSG00000122145"	"ENSG00000122145.16"	"ENST00000373296"	"ENST00000373296.8"	"NM_001109878.2"
"ENSG00000153406"	"ENSG00000153406.15"	"ENST00000283429"	"ENST00000283429.11"	"NM_020677.6"
"ENSG00000159403"	"ENSG00000159403.19"	"ENST00000647956"	"ENST00000647956.2"	"NM_001733.7"
"ENSG00000179902"	"ENSG00000179902.14"	"ENST00000369948"	"ENST00000369948.8"	"NM_001245025.3"
"ENSG00000107669"	"ENSG00000107669.20"	"ENST00000224652"	"ENST00000224652.12"	"NM_001001976.3"
"ENSG00000198039"	"ENSG00000198039.13"	"ENST00000476120"	"ENST00000476120.2"	"NM_021148.3"
"ENSG00000196470"	"ENSG00000196470.13"	"ENST00000394725"	"ENST00000394725.3"	"NM_003031.4"
"ENSG00000169679"	"ENSG00000169679.16"	"ENST00000302759"	"ENST00000302759.11"	"NM_004336.5"
"ENSG00000118971"	"ENSG00000118971.10"	"ENST00000261254"	"ENST00000261254.8"	"NM_001759.4"
"ENSG00000074071"	"ENSG00000074071.16"	"ENST00000397375"	"ENST00000397375.7"	"NM_023936.2"
"ENSG00000131381"	"ENSG00000131381.14"	"ENST00000253699"	"ENST00000253699.7"	"NM_022340.4"
"ENSG00000184697"	"ENSG00000184697.8"	"ENST00000328796"	"ENST00000328796.5"	"NM_021195.5"
"ENSG00000135250"	"ENSG00000135250.18"	"ENST00000393651"	"ENST00000393651.8"	"NM_182692.3"
"ENSG00000113140"	"ENSG00000113140.12"	"ENST00000231061"	"ENST00000231061.9"	"NM_003118.4"
"ENSG00000225968"	"ENSG00000225968.9"	"ENST00000424383"	"ENST00000424383.5"	"NM_001128636.4"
"ENSG00000168907"	"ENSG00000168907.14"	"ENST00000397272"	"ENST00000397272.7"	"NM_213600.4"
"ENSG00000171241"	"ENSG00000171241.10"	"ENST00000303383"	"ENST00000303383.8"	"NM_024745.5"
"ENSG00000143614"	"ENSG00000143614.12"	"ENST00000368655"	"ENST00000368655.5"	"NM_020699.4"
"ENSG00000163492"	"ENSG00000163492.17"	"ENST00000443758"	"ENST00000443758.7"	"NM_173648.4"
"ENSG00000185825"	"ENSG00000185825.18"	"ENST00000345046"	"ENST00000345046.12"	"NM_001256447.2"
"ENSG00000167723"	"ENSG00000167723.16"	"ENST00000576742"	"ENST00000576742.6"	"NM_145068.4"
"ENSG00000124299"	"ENSG00000124299.17"	"ENST00000244137"	"ENST00000244137.12"	"NM_000285.4"
"ENSG00000163485"	"ENSG00000163485.19"	"ENST00000337894"	"ENST00000337894.9"	"NM_000674.3"
"ENSG00000187164"	"ENSG00000187164.21"	"ENST00000355371"	"ENST00000355371.9"	"NM_001127211.3"
"ENSG00000078304"	"ENSG00000078304.21"	"ENST00000694906"	"ENST00000694906.1"	"NM_001352913.2"
"ENSG00000132688"	"ENSG00000132688.12"	"ENST00000368223"	"ENST00000368223.4"	"NM_006617.2"
"ENSG00000189319"	"ENSG00000189319.15"	"ENST00000337318"	"ENST00000337318.8"	"NM_014661.4"
"ENSG00000143110"	"ENSG00000143110.13"	"ENST00000369718"	"ENST00000369718.4"	"NM_001300834.2"
"ENSG00000273706"	"ENSG00000273706.6"	"ENST00000614239"	"ENST00000614239.1"	"NM_005568.5"
"ENSG00000140465"	"ENSG00000140465.16"	"ENST00000379727"	"ENST00000379727.8"	"NM_001319217.2"
"ENSG00000198892"	"ENSG00000198892.8"	"ENST00000362011"	"ENST00000362011.7"	"NM_198149.3"
"ENSG00000075142"	"ENSG00000075142.15"	"ENST00000265729"	"ENST00000265729.7"	"NM_003130.4"
"ENSG00000204611"	"ENSG00000204611.8"	"ENST00000600228"	"ENST00000600228.6"	"NM_178523.5"
"ENSG00000136824"	"ENSG00000136824.20"	"ENST00000374793"	"ENST00000374793.8"	"NM_006444.3"
"ENSG00000126804"	"ENSG00000126804.15"	"ENST00000683701"	"ENST00000683701.1"	"NM_001123329.2"
"ENSG00000055950"	"ENSG00000055950.18"	"ENST00000318364"	"ENST00000318364.13"	"NM_032112.3"
"ENSG00000118855"	"ENSG00000118855.22"	"ENST00000415822"	"ENST00000415822.8"	"NM_022736.4"
"ENSG00000104936"	"ENSG00000104936.21"	"ENST00000291270"	"ENST00000291270.9"	"NM_004409.5"
"ENSG00000115368"	"ENSG00000115368.11"	"ENST00000314761"	"ENST00000314761.9"	"NM_032168.3"
"ENSG00000155659"	"ENSG00000155659.16"	"ENST00000374737"	"ENST00000374737.9"	"NM_007268.3"
"ENSG00000104365"	"ENSG00000104365.17"	"ENST00000520810"	"ENST00000520810.6"	"NM_001556.3"
"ENSG00000241258"	"ENSG00000241258.9"	"ENST00000395326"	"ENST00000395326.8"	"NM_014478.5"
"ENSG00000161011"	"ENSG00000161011.21"	"ENST00000389805"	"ENST00000389805.9"	"NM_003900.5"
"ENSG00000020129"	"ENSG00000020129.17"	"ENST00000373243"	"ENST00000373243.7"	"NM_014284.3"
"ENSG00000204161"	"ENSG00000204161.16"	"ENST00000374153"	"ENST00000374153.7"	"NM_001288740.3"
"ENSG00000089775"	"ENSG00000089775.13"	"ENST00000608382"	"ENST00000608382.6"	"NM_006977.5"
"ENSG00000164916"	"ENSG00000164916.12"	"ENST00000328914"	"ENST00000328914.5"	"NM_001037165.2"
"ENSG00000133027"	"ENSG00000133027.19"	"ENST00000255389"	"ENST00000255389.10"	"NM_148172.3"
"ENSG00000188725"	"ENSG00000188725.9"	"ENST00000339020"	"ENST00000339020.8"	"NM_001048249.4"
"ENSG00000023318"	"ENSG00000023318.10"	"ENST00000262455"	"ENST00000262455.7"	"NM_015051.3"
"ENSG00000169895"	"ENSG00000169895.7"	"ENST00000380155"	"ENST00000380155.4"	"NM_032796.4"
"ENSG00000152284"	"ENSG00000152284.6"	"ENST00000282111"	"ENST00000282111.4"	"NM_031283.3"
"ENSG00000095627"	"ENSG00000095627.11"	"ENST00000695399"	"ENST00000695399.1"	"NM_001395205.1"
"ENSG00000143183"	"ENSG00000143183.19"	"ENST00000367881"	"ENST00000367881.11"	"NM_019026.6"
"ENSG00000107371"	"ENSG00000107371.15"	"ENST00000327304"	"ENST00000327304.10"	"NM_016042.4"
"ENSG00000157399"	"ENSG00000157399.18"	"ENST00000381134"	"ENST00000381134.9"	"NM_000047.3"
"ENSG00000169733"	"ENSG00000169733.13"	"ENST00000310496"	"ENST00000310496.9"	"NM_002917.2"
"ENSG00000114520"	"ENSG00000114520.12"	"ENST00000251775"	"ENST00000251775.9"	"NM_003794.4"
"ENSG00000104524"	"ENSG00000104524.15"	"ENST00000495276"	"ENST00000495276.6"	"NM_023078.6"
"ENSG00000135063"	"ENSG00000135063.21"	"ENST00000303068"	"ENST00000303068.14"	"NM_001347995.2"
"ENSG00000068784"	"ENSG00000068784.14"	"ENST00000263736"	"ENST00000263736.5"	"NM_018079.5"
"ENSG00000084073"	"ENSG00000084073.11"	"ENST00000372759"	"ENST00000372759.4"	"NM_005857.5"
"ENSG00000110713"	"ENSG00000110713.19"	"ENST00000324932"	"ENST00000324932.12"	"NM_016320.5"
"ENSG00000133028"	"ENSG00000133028.13"	"ENST00000255390"	"ENST00000255390.10"	"NM_004589.4"
"ENSG00000163431"	"ENSG00000163431.15"	"ENST00000367288"	"ENST00000367288.5"	"NM_012134.3"
"ENSG00000095209"	"ENSG00000095209.13"	"ENST00000374692"	"ENST00000374692.8"	"NM_018112.3"
"ENSG00000177807"	"ENSG00000177807.12"	"ENST00000644903"	"ENST00000644903.1"	"NM_002241.5"
"ENSG00000185862"	"ENSG00000185862.8"	"ENST00000330927"	"ENST00000330927.5"	"NM_006495.4"
"ENSG00000163491"	"ENSG00000163491.19"	"ENST00000691995"	"ENST00000691995.1"	"NM_001394966.1"
"ENSG00000151892"	"ENSG00000151892.17"	"ENST00000355422"	"ENST00000355422.11"	"NM_005264.8"
"ENSG00000162961"	"ENSG00000162961.15"	"ENST00000342166"	"ENST00000342166.10"	"NM_001321209.2"
"ENSG00000011422"	"ENSG00000011422.13"	"ENST00000340093"	"ENST00000340093.8"	"NM_002659.4"
"ENSG00000171431"	"ENSG00000171431.5"	"ENST00000167588"	"ENST00000167588.4"	"NM_019010.3"
"ENSG00000180787"	"ENSG00000180787.7"	"ENST00000318833"	"ENST00000318833.4"	"NM_153018.3"
"ENSG00000131477"	"ENSG00000131477.12"	"ENST00000253796"	"ENST00000253796.10"	"NM_005854.3"
"ENSG00000107821"	"ENSG00000107821.16"	"ENST00000370200"	"ENST00000370200.6"	"NM_030929.5"
"ENSG00000106785"	"ENSG00000106785.16"	"ENST00000341469"	"ENST00000341469.7"	"NM_014788.4"
"ENSG00000174944"	"ENSG00000174944.10"	"ENST00000309170"	"ENST00000309170.8"	"NM_014879.4"
"ENSG00000106028"	"ENSG00000106028.12"	"ENST00000265304"	"ENST00000265304.11"	"NM_003143.3"
"ENSG00000130165"	"ENSG00000130165.12"	"ENST00000252445"	"ENST00000252445.8"	"NM_032377.4"
"ENSG00000167799"	"ENSG00000167799.11"	"ENST00000376693"	"ENST00000376693.3"	"NM_001243750.2"
"ENSG00000095380"	"ENSG00000095380.12"	"ENST00000210444"	"ENST00000210444.6"	"NM_018946.4"
"ENSG00000151665"	"ENSG00000151665.14"	"ENST00000281382"	"ENST00000281382.11"	"NM_002643.4"
"ENSG00000119878"	"ENSG00000119878.8"	"ENST00000238892"	"ENST00000238892.4"	"NM_014171.6"
"ENSG00000170160"	"ENSG00000170160.20"	"ENST00000399273"	"ENST00000399273.5"	"NM_001382000.1"
"ENSG00000229314"	"ENSG00000229314.7"	"ENST00000259396"	"ENST00000259396.9"	"NM_000607.4"
"ENSG00000049089"	"ENSG00000049089.16"	"ENST00000372748"	"ENST00000372748.8"	"NM_001852.4"
"ENSG00000170681"	"ENSG00000170681.8"	"ENST00000307584"	"ENST00000307584.6"	"NM_001018116.2"
"ENSG00000137070"	"ENSG00000137070.20"	"ENST00000441545"	"ENST00000441545.7"	"NM_001142784.3"
"ENSG00000166529"	"ENSG00000166529.17"	"ENST00000292450"	"ENST00000292450.9"	"NM_145914.3"
"ENSG00000169599"	"ENSG00000169599.14"	"ENST00000410022"	"ENST00000410022.7"	"NM_001002755.4"
"ENSG00000088538"	"ENSG00000088538.14"	"ENST00000266037"	"ENST00000266037.10"	"NM_004947.5"
"ENSG00000107551"	"ENSG00000107551.22"	"ENST00000340258"	"ENST00000340258.10"	"NM_032023.4"
"ENSG00000185024"	"ENSG00000185024.19"	"ENST00000547530"	"ENST00000547530.7"	"NM_001519.4"
"ENSG00000115129"	"ENSG00000115129.15"	"ENST00000238721"	"ENST00000238721.9"	"NM_004881.5"
"ENSG00000275410"	"ENSG00000275410.7"	"ENST00000617811"	"ENST00000617811.5"	"NM_000458.4"
"ENSG00000183347"	"ENSG00000183347.16"	"ENST00000370456"	"ENST00000370456.5"	"NM_198460.3"
"ENSG00000130204"	"ENSG00000130204.14"	"ENST00000426677"	"ENST00000426677.7"	"NM_001128917.2"
"ENSG00000113721"	"ENSG00000113721.15"	"ENST00000261799"	"ENST00000261799.9"	"NM_002609.4"
"ENSG00000168894"	"ENSG00000168894.11"	"ENST00000306368"	"ENST00000306368.9"	"NM_016494.4"
"ENSG00000089820"	"ENSG00000089820.18"	"ENST00000350060"	"ENST00000350060.10"	"NM_001666.5"
"ENSG00000159915"	"ENSG00000159915.14"	"ENST00000683810"	"ENST00000683810.1"	"NM_001207005.2"
"ENSG00000184887"	"ENSG00000184887.15"	"ENST00000392554"	"ENST00000392554.8"	"NM_001387567.1"
"ENSG00000160951"	"ENSG00000160951.5"	"ENST00000292513"	"ENST00000292513.4"	"NM_000955.3"
"ENSG00000237693"	"ENSG00000237693.6"	"ENST00000522154"	"ENST00000522154.2"	"NM_001145805.2"
"ENSG00000138185"	"ENSG00000138185.21"	"ENST00000371205"	"ENST00000371205.5"	"NM_001776.6"
"ENSG00000171643"	"ENSG00000171643.15"	"ENST00000317593"	"ENST00000317593.9"	"NM_130772.4"
"ENSG00000110756"	"ENSG00000110756.19"	"ENST00000349215"	"ENST00000349215.8"	"NM_181507.2"
"ENSG00000122085"	"ENSG00000122085.18"	"ENST00000391980"	"ENST00000391980.7"	"NM_182501.4"
"ENSG00000165507"	"ENSG00000165507.10"	"ENST00000298295"	"ENST00000298295.4"	"NM_007021.4"
"ENSG00000172244"	"ENSG00000172244.10"	"ENST00000306862"	"ENST00000306862.7"	"NM_198566.4"
"ENSG00000101986"	"ENSG00000101986.13"	"ENST00000218104"	"ENST00000218104.6"	"NM_000033.4"
